market_title,city,target_date,strike_type,market_low_temp,market_high_temp,market_single_strike,yes_ask,no_ask,state_collected_at,actual_high_temperature,actual_low_temperature,market_result
"Will the **high temp in Denver** be 76-77° on Jun 23, 2025?",Denver,2025-06-23,between,76,77,,40.00,67.00,2025-06-23 07:01:33,78,52,NO
"Will the **high temp in LA** be 72-73° on Jun 23, 2025?",Los Angeles,2025-06-23,between,72,73,,57.00,47.00,2025-06-23 07:01:34,74,62,NO
"Will the **high temp in Miami** be 89-90° on Jun 23, 2025?",Miami,2025-06-23,between,89,90,,69.00,33.00,2025-06-23 07:01:35,90,81,YES
"Will the **high temp in NYC** be 94-95° on Jun 23, 2025?",New York,2025-06-23,between,94,95,,41.00,60.00,2025-06-23 07:01:34,96,80,NO
"Will the **high temp in Philadelphia** be 100-101° on Jun 23, 2025?",Philadelphia,2025-06-23,between,100,101,,51.00,54.00,2025-06-23 07:01:36,99,77,NO
"Will the **high temp in Austin** be 96-97° on Jun 22, 2025?",Austin,2025-06-22,between,96,97,,50.00,52.00,2025-06-22 07:00:58,96,74,YES
"Will the high temp in Chicago be 97-98° on Jun 22, 2025?",Chicago,2025-06-22,between,97,98,,50.00,55.00,2025-06-22 07:00:59,94,80,NO
"Will the **high temp in Denver** be 94-95° on Jun 22, 2025?",Denver,2025-06-22,between,94,95,,54.00,53.00,2025-06-22 07:00:57,93,58,NO
"Will the **high temp in LA** be 73-74° on Jun 22, 2025?",Los Angeles,2025-06-22,between,73,74,,59.00,47.00,2025-06-22 07:00:57,74,59,YES
"Will the **high temp in Miami** be 89-90° on Jun 22, 2025?",Miami,2025-06-22,between,89,90,,63.00,44.00,2025-06-22 07:00:58,89,78,YES
"Will the **high temp in NYC** be 93-94° on Jun 22, 2025?",New York,2025-06-22,between,93,94,,39.00,65.00,2025-06-22 07:00:57,88,71,NO
"Will the **high temp in Philadelphia** be 95-96° on Jun 22, 2025?",Philadelphia,2025-06-22,between,95,96,,45.00,56.00,2025-06-22 07:00:59,88,75,NO
"Will the **high temp in Austin** be 95-96° on Jun 21, 2025?",Austin,2025-06-21,between,95,96,,66.00,51.00,2025-06-21 07:01:20,95,76,YES
"Will the high temp in Chicago be 98-99° on Jun 21, 2025?",Chicago,2025-06-21,between,98,99,,55.00,96.00,2025-06-21 07:01:21,94,78,NO
"Will the **high temp in Denver** be 97-98° on Jun 21, 2025?",Denver,2025-06-21,between,97,98,,50.00,63.00,2025-06-21 07:01:18,98,60,YES
"Will the **high temp in LA** be 71-72° on Jun 21, 2025?",Los Angeles,2025-06-21,between,71,72,,54.00,54.00,2025-06-21 07:01:19,71,63,YES
"Will the **high temp in Miami** be 89-90° on Jun 21, 2025?",Miami,2025-06-21,between,89,90,,74.00,31.00,2025-06-21 07:01:20,90,78,YES
"Will the **high temp in NYC** be 88-89° on Jun 21, 2025?",New York,2025-06-21,between,88,89,,39.00,89.00,2025-06-21 07:01:19,86,72,NO
"Will the **high temp in Philadelphia** be 92-93° on Jun 21, 2025?",Philadelphia,2025-06-21,between,92,93,,57.00,64.00,2025-06-21 07:01:21,91,74,NO
"Will the **high temp in Austin** be 94-95° on Jun 20, 2025?",Austin,2025-06-20,between,94,95,,58.00,58.00,2025-06-20 07:01:23,95,76,YES
"Will the high temp in Chicago be 86-87° on Jun 20, 2025?",Chicago,2025-06-20,between,86,87,,38.00,67.00,2025-06-20 07:01:24,86,69,YES
"Will the **high temp in Denver** be 98-99° on Jun 20, 2025?",Denver,2025-06-20,between,98,99,,45.00,61.00,2025-06-20 07:01:22,99,63,YES
"Will the **high temp in LA** be 71-72° on Jun 20, 2025?",Los Angeles,2025-06-20,between,71,72,,51.00,50.00,2025-06-20 07:01:22,72,63,YES
"Will the **high temp in Miami** be 89-90° on Jun 20, 2025?",Miami,2025-06-20,between,89,90,,61.00,42.00,2025-06-20 07:01:23,90,77,YES
"Will the **high temp in NYC** be 83-84° on Jun 20, 2025?",New York,2025-06-20,between,83,84,,41.00,63.00,2025-06-20 07:01:23,82,67,NO
"Will the **high temp in Philadelphia** be 86-87° on Jun 20, 2025?",Philadelphia,2025-06-20,between,86,87,,47.00,57.00,2025-06-20 07:01:24,86,67,YES
"Will the **high temp in Austin** be 95-96° on Jun 19, 2025?",Austin,2025-06-19,between,95,96,,47.00,57.00,2025-06-19 07:01:12,96,77,YES
"Will the high temp in Chicago be 84-85° on Jun 19, 2025?",Chicago,2025-06-19,between,84,85,,45.00,60.00,2025-06-19 07:01:14,85,65,YES
"Will the **high temp in Denver** be 94-95° on Jun 19, 2025?",Denver,2025-06-19,between,94,95,,48.00,57.00,2025-06-19 07:01:11,93,58,NO
"Will the **high temp in LA** be 72-73° on Jun 19, 2025?",Los Angeles,2025-06-19,between,72,73,,54.00,50.00,2025-06-19 07:01:11,73,63,YES
"Will the **high temp in Miami** be 90-91° on Jun 19, 2025?",Miami,2025-06-19,between,90,91,,70.00,46.00,2025-06-19 07:01:13,90,79,YES
"Will the **high temp in NYC** be 89-90° on Jun 19, 2025?",New York,2025-06-19,between,89,90,,39.00,65.00,2025-06-19 07:01:12,88,71,NO
"Will the **high temp in Philadelphia** be 91-92° on Jun 19, 2025?",Philadelphia,2025-06-19,between,91,92,,52.00,53.00,2025-06-19 07:01:14,93,72,NO
"Will the **high temp in Austin** be 94-95° on Jun 18, 2025?",Austin,2025-06-18,between,94,95,,52.00,53.00,2025-06-18 07:02:02,94,78,YES
"Will the high temp in Chicago be 82-83° on Jun 18, 2025?",Chicago,2025-06-18,between,82,83,,31.00,74.00,2025-06-18 07:02:04,89,70,NO
"Will the **high temp in Denver** be 82-83° on Jun 18, 2025?",Denver,2025-06-18,between,82,83,,45.00,59.00,2025-06-18 07:01:59,80,50,NO
"Will the **high temp in LA** be >77° on Jun 18, 2025?",Los Angeles,2025-06-18,greater,,77,,45.00,60.00,2025-06-18 07:02:00,76,63,NO
"Will the **high temp in Miami** be 89-90° on Jun 18, 2025?",Miami,2025-06-18,between,89,90,,70.00,32.00,2025-06-18 07:02:02,90,76,YES
"Will the **high temp in NYC** be 79-80° on Jun 18, 2025?",New York,2025-06-18,between,79,80,,40.00,61.00,2025-06-18 07:02:01,84,65,NO
"Will the **high temp in Philadelphia** be 87-88° on Jun 18, 2025?",Philadelphia,2025-06-18,between,87,88,,42.00,84.00,2025-06-18 07:02:03,86,70,NO
"Will the **high temp in Austin** be 94-95° on Jun 17, 2025?",Austin,2025-06-17,between,94,95,,43.00,62.00,2025-06-17 07:01:08,94,70,YES
"Will the high temp in Chicago be 91-92° on Jun 17, 2025?",Chicago,2025-06-17,between,91,92,,43.00,63.00,2025-06-17 07:01:09,92,71,YES
"Will the **high temp in Denver** be <77° on Jun 17, 2025?",Denver,2025-06-17,less,,77,,86.00,22.00,2025-06-17 07:01:07,66,51,NO
"Will the **high temp in LA** be 75-76° on Jun 17, 2025?",Los Angeles,2025-06-17,between,75,76,,40.00,66.00,2025-06-17 07:01:07,78,62,NO
"Will the **high temp in Miami** be 90-91° on Jun 17, 2025?",Miami,2025-06-17,between,90,91,,61.00,41.00,2025-06-17 07:01:09,90,75,YES
"Will the **high temp in NYC** be 69-70° on Jun 17, 2025?",New York,2025-06-17,between,69,70,,40.00,65.00,2025-06-17 07:01:08,67,62,NO
"Will the **high temp in Philadelphia** be 78-79° on Jun 17, 2025?",Philadelphia,2025-06-17,between,78,79,,43.00,74.00,2025-06-17 07:01:09,79,63,YES
"Will the **high temp in Austin** be 95-96° on Jun 16, 2025?",Austin,2025-06-16,between,95,96,,39.00,62.00,2025-06-16 07:01:01,93,70,NO
"Will the high temp in Chicago be 86-87° on Jun 16, 2025?",Chicago,2025-06-16,between,86,87,,49.00,57.00,2025-06-16 07:01:03,88,61,NO
"Will the **high temp in Denver** be 92-93° on Jun 16, 2025?",Denver,2025-06-16,between,92,93,,45.00,60.00,2025-06-16 07:00:59,91,57,NO
"Will the **high temp in LA** be 75-76° on Jun 16, 2025?",Los Angeles,2025-06-16,between,75,76,,62.00,43.00,2025-06-16 07:01:00,75,61,YES
"Will the **high temp in Miami** be 89-90° on Jun 16, 2025?",Miami,2025-06-16,between,89,90,,74.00,39.00,2025-06-16 07:01:02,90,81,YES
"Will the **high temp in NYC** be 66-67° on Jun 16, 2025?",New York,2025-06-16,between,66,67,,48.00,53.00,2025-06-16 07:01:01,69,59,NO
"Will the **high temp in Philadelphia** be 69-70° on Jun 16, 2025?",Philadelphia,2025-06-16,between,69,70,,46.00,59.00,2025-06-16 07:01:03,67,61,NO
"Will the **high temp in Austin** be 94-95° on Jun 15, 2025?",Austin,2025-06-15,between,94,95,,45.00,58.00,2025-06-15 07:00:49,97,70,NO
"Will the high temp in Chicago be 80-81° on Jun 15, 2025?",Chicago,2025-06-15,between,80,81,,50.00,53.00,2025-06-15 07:00:50,82,57,NO
"Will the **high temp in Denver** be 92-93° on Jun 15, 2025?",Denver,2025-06-15,between,92,93,,45.00,60.00,2025-06-15 07:00:48,94,54,NO
"Will the **high temp in LA** be 75-76° on Jun 15, 2025?",Los Angeles,2025-06-15,between,75,76,,52.00,50.00,2025-06-15 07:00:48,75,60,YES
"Will the **high temp in Miami** be 89-90° on Jun 15, 2025?",Miami,2025-06-15,between,89,90,,58.00,46.00,2025-06-15 07:00:50,90,79,YES
"Will the **high temp in NYC** be 64-65° on Jun 15, 2025?",New York,2025-06-15,between,64,65,,44.00,61.00,2025-06-15 07:00:49,64,59,YES
"Will the **high temp in Philadelphia** be 67-68° on Jun 15, 2025?",Philadelphia,2025-06-15,between,67,68,,42.00,63.00,2025-06-15 07:00:50,65,59,NO
"Will the **high temp in Austin** be 93-94° on Jun 14, 2025?",Austin,2025-06-14,between,93,94,,46.00,57.00,2025-06-14 07:01:05,95,72,NO
"Will the high temp in Chicago be <77° on Jun 14, 2025?",Chicago,2025-06-14,less,,77,,72.00,29.00,2025-06-14 07:01:07,76,58,NO
"Will the **high temp in Denver** be 93-94° on Jun 14, 2025?",Denver,2025-06-14,between,93,94,,52.00,53.00,2025-06-14 07:01:04,92,53,NO
"Will the **high temp in LA** be 72-73° on Jun 14, 2025?",Los Angeles,2025-06-14,between,72,73,,49.00,57.00,2025-06-14 07:01:04,73,62,YES
"Will the **high temp in Miami** be 89-90° on Jun 14, 2025?",Miami,2025-06-14,between,89,90,,63.00,48.00,2025-06-14 07:01:06,89,80,YES
"Will the **high temp in NYC** be 67-68° on Jun 14, 2025?",New York,2025-06-14,between,67,68,,97.00,6.00,2025-06-14 07:01:05,73,60,NO
"Will the **high temp in Philadelphia** be 70-71° on Jun 14, 2025?",Philadelphia,2025-06-14,between,70,71,,62.00,44.00,2025-06-14 07:01:06,75,65,NO
"Will the **high temp in Austin** be 91-92° on Jun 13, 2025?",Austin,2025-06-13,between,91,92,,37.00,68.00,2025-06-13 07:00:15,95,65,NO
"Will the high temp in Chicago be <78° on Jun 13, 2025?",Chicago,2025-06-13,less,,78,,43.00,62.00,2025-06-13 07:00:16,71,60,NO
"Will the **high temp in Denver** be 89-90° on Jun 13, 2025?",Denver,2025-06-13,between,89,90,,45.00,62.00,2025-06-13 07:00:15,86,54,NO
"Will the **high temp in LA** be 71-72° on Jun 13, 2025?",Los Angeles,2025-06-13,between,71,72,,44.00,60.00,2025-06-13 07:00:15,72,63,YES
"Will the **high temp in Miami** be 89-90° on Jun 13, 2025?",Miami,2025-06-13,between,89,90,,53.00,53.00,2025-06-13 07:00:15,89,76,YES
"Will the **high temp in NYC** be 78-79° on Jun 13, 2025?",New York,2025-06-13,between,78,79,,44.00,77.00,2025-06-13 07:00:15,83,68,NO
"Will the **high temp in Philadelphia** be 84-85° on Jun 13, 2025?",Philadelphia,2025-06-13,between,84,85,,50.00,51.00,2025-06-13 07:00:16,87,72,NO
"Will the **high temp in Austin** be 85-86° on Jun 12, 2025?",Austin,2025-06-12,between,85,86,,35.00,67.00,2025-06-12 07:00:25,86,70,YES
"Will the high temp in Chicago be 81-82° on Jun 12, 2025?",Chicago,2025-06-12,between,81,82,,37.00,66.00,2025-06-12 07:00:26,89,66,NO
"Will the **high temp in Denver** be 88-89° on Jun 12, 2025?",Denver,2025-06-12,between,88,89,,50.00,60.00,2025-06-12 07:00:24,88,55,YES
"Will the **high temp in LA** be 69-70° on Jun 12, 2025?",Los Angeles,2025-06-12,between,69,70,,50.00,60.00,2025-06-12 07:00:25,71,62,NO
"Will the **high temp in Miami** be 88-89° on Jun 12, 2025?",Miami,2025-06-12,between,88,89,,57.00,50.00,2025-06-12 07:00:25,90,76,NO
"Will the **high temp in NYC** be 91-92° on Jun 12, 2025?",New York,2025-06-12,between,91,92,,49.00,89.00,2025-06-12 07:00:25,87,70,NO
"Will the **high temp in Philadelphia** be 91-92° on Jun 12, 2025?",Philadelphia,2025-06-12,between,91,92,,48.00,57.00,2025-06-12 07:00:26,92,68,YES
"Will the **high temp in Austin** be <85° on Jun 11, 2025?",Austin,2025-06-11,less,,85,,55.00,73.00,2025-06-11 07:00:15,89,70,NO
"Will the high temp in Chicago be 92-93° on Jun 11, 2025?",Chicago,2025-06-11,between,92,93,,44.00,62.00,2025-06-11 07:00:16,92,64,YES
"Will the **high temp in Denver** be 88-89° on Jun 11, 2025?",Denver,2025-06-11,between,88,89,,50.00,63.00,2025-06-11 07:00:14,87,61,NO
"Will the **high temp in LA** be 71-72° on Jun 11, 2025?",Los Angeles,2025-06-11,between,71,72,,54.00,54.00,2025-06-11 07:00:15,70,61,NO
"Will the **high temp in Miami** be 87-88° on Jun 11, 2025?",Miami,2025-06-11,between,87,88,,50.00,96.00,2025-06-11 07:00:15,90,81,NO
"Will the **high temp in NYC** be 82-83° on Jun 11, 2025?",New York,2025-06-11,between,82,83,,47.00,56.00,2025-06-11 07:00:15,81,65,NO
"Will the **high temp in Philadelphia** be 86-87° on Jun 11, 2025?",Philadelphia,2025-06-11,between,86,87,,50.00,55.00,2025-06-11 07:00:15,85,67,NO
"Will the **high temp in Austin** be 90-91° on Jun 10, 2025?",Austin,2025-06-10,between,90,91,,39.00,67.00,2025-06-10 07:00:15,92,74,NO
"Will the high temp in Chicago be 78-79° on Jun 10, 2025?",Chicago,2025-06-10,between,78,79,,40.00,66.00,2025-06-10 07:00:16,78,55,YES
"Will the **high temp in Denver** be >89° on Jun 10, 2025?",Denver,2025-06-10,greater,,89,,50.00,56.00,2025-06-10 07:00:14,87,55,NO
"Will the **high temp in LA** be 71-72° on Jun 10, 2025?",Los Angeles,2025-06-10,between,71,72,,50.00,53.00,2025-06-10 07:00:15,72,61,YES
"Will the **high temp in Miami** be 88-89° on Jun 10, 2025?",Miami,2025-06-10,between,88,89,,58.00,58.00,2025-06-10 07:00:15,91,80,NO
"Will the **high temp in NYC** be 75-76° on Jun 10, 2025?",New York,2025-06-10,between,75,76,,45.00,61.00,2025-06-10 07:00:15,73,62,NO
"Will the **high temp in Philadelphia** be >82° on Jun 10, 2025?",Philadelphia,2025-06-10,greater,,82,,54.00,61.00,2025-06-10 07:00:16,84,64,NO
"Will the **high temp in Austin** be 95-96° on Jun 9, 2025?",Austin,2025-06-09,between,95,96,,48.00,60.00,2025-06-09 07:00:15,99,69,NO
"Will the high temp in Chicago be 76-77° on Jun 9, 2025?",Chicago,2025-06-09,between,76,77,,33.00,69.00,2025-06-09 07:00:16,71,55,NO
"Will the **high temp in Denver** be 80-81° on Jun 9, 2025?",Denver,2025-06-09,between,80,81,,47.00,59.00,2025-06-09 07:00:15,80,49,YES
"Will the **high temp in LA** be 68-69° on Jun 9, 2025?",Los Angeles,2025-06-09,between,68,69,,52.00,60.00,2025-06-09 07:00:15,69,60,YES
"Will the **high temp in Miami** be 89-90° on Jun 9, 2025?",Miami,2025-06-09,between,89,90,,63.00,42.00,2025-06-09 07:00:16,90,80,YES
"Will the **high temp in NYC** be <69° on Jun 9, 2025?",New York,2025-06-09,less,,69,,79.00,22.00,2025-06-09 07:00:15,67,62,NO
"Will the **high temp in Philadelphia** be 74-75° on Jun 9, 2025?",Philadelphia,2025-06-09,between,74,75,,45.00,61.00,2025-06-09 07:00:16,74,63,YES
"Will the **high temp in Austin** be 98-99° on Jun 8, 2025?",Austin,2025-06-08,between,98,99,,51.00,55.00,2025-06-08 07:00:15,96,75,NO
"Will the high temp in Chicago be 82-83° on Jun 8, 2025?",Chicago,2025-06-08,between,82,83,,39.00,67.00,2025-06-08 07:00:16,81,60,NO
"Will the **high temp in Denver** be 74-75° on Jun 8, 2025?",Denver,2025-06-08,between,74,75,,42.00,63.00,2025-06-08 07:00:15,70,52,NO
"Will the **high temp in LA** be 69-70° on Jun 8, 2025?",Los Angeles,2025-06-08,between,69,70,,52.00,54.00,2025-06-08 07:00:15,69,59,YES
"Will the **high temp in Miami** be 89-90° on Jun 8, 2025?",Miami,2025-06-08,between,89,90,,51.00,54.00,2025-06-08 07:00:15,91,78,NO
"Will the **high temp in NYC** be 74-75° on Jun 8, 2025?",New York,2025-06-08,between,74,75,,53.00,48.00,2025-06-08 07:00:15,76,63,NO
"Will the **high temp in Philadelphia** be <75° on Jun 8, 2025?",Philadelphia,2025-06-08,less,,75,,63.00,52.00,2025-06-08 07:00:16,75,65,NO
