market_title,city,target_date,strike_type,market_low_temp,market_high_temp,market_single_strike,yes_ask,no_ask,state_collected_at,actual_high_temperature,actual_low_temperature,market_result
"Will the **high temp in Denver** be 76-77° on Jun 23, 2025?",Denver,2025-06-23,between,76,77,,32.00,74.00,2025-06-22 21:01:08,78,52,NO
"Will the **high temp in LA** be 70-71° on Jun 23, 2025?",Los Angeles,2025-06-23,between,70,71,,35.00,70.00,2025-06-22 21:01:08,74,62,NO
"Will the **high temp in Miami** be 87-88° on Jun 23, 2025?",Miami,2025-06-23,between,87,88,,28.00,78.00,2025-06-22 21:01:10,90,81,NO
"Will the **high temp in NYC** be 96-97° on Jun 23, 2025?",New York,2025-06-23,between,96,97,,24.00,82.00,2025-06-22 21:01:09,96,80,YES
"Will the **high temp in Philadelphia** be 98-99° on Jun 23, 2025?",Philadelphia,2025-06-23,between,98,99,,27.00,79.00,2025-06-22 21:01:10,99,77,YES
"Will the **high temp in Austin** be 94-95° on Jun 22, 2025?",Austin,2025-06-22,between,94,95,,37.00,64.00,2025-06-21 21:01:18,96,74,NO
"Will the high temp in Chicago be 95-96° on Jun 22, 2025?",Chicago,2025-06-22,between,95,96,,34.00,71.00,2025-06-21 21:01:20,94,80,NO
"Will the **high temp in Denver** be 92-93° on Jun 22, 2025?",Denver,2025-06-22,between,92,93,,36.00,70.00,2025-06-21 21:01:17,93,58,YES
"Will the **high temp in LA** be 71-72° on Jun 22, 2025?",Los Angeles,2025-06-22,between,71,72,,45.00,61.00,2025-06-21 21:01:17,74,59,NO
"Will the **high temp in Miami** be 87-88° on Jun 22, 2025?",Miami,2025-06-22,between,87,88,,34.00,68.00,2025-06-21 21:01:19,89,78,NO
"Will the **high temp in NYC** be 95-96° on Jun 22, 2025?",New York,2025-06-22,between,95,96,,45.00,65.00,2025-06-21 21:01:18,88,71,NO
"Will the **high temp in Philadelphia** be 97-98° on Jun 22, 2025?",Philadelphia,2025-06-22,between,97,98,,37.00,64.00,2025-06-21 21:01:19,88,75,NO
"Will the **high temp in Austin** be 93-94° on Jun 21, 2025?",Austin,2025-06-21,between,93,94,,38.00,63.00,2025-06-20 21:01:19,95,76,NO
"Will the high temp in Chicago be 94-95° on Jun 21, 2025?",Chicago,2025-06-21,between,94,95,,31.00,75.00,2025-06-20 21:01:20,94,78,YES
"Will the **high temp in Denver** be 99-100° on Jun 21, 2025?",Denver,2025-06-21,between,99,100,,38.00,65.00,2025-06-20 21:01:17,98,60,NO
"Will the **high temp in LA** be 73-74° on Jun 21, 2025?",Los Angeles,2025-06-21,between,73,74,,29.00,76.00,2025-06-20 21:01:18,71,63,NO
"Will the **high temp in Miami** be 91-92° on Jun 21, 2025?",Miami,2025-06-21,between,91,92,,20.00,82.00,2025-06-20 21:01:19,90,78,NO
"Will the **high temp in NYC** be 88-89° on Jun 21, 2025?",New York,2025-06-21,between,88,89,,37.00,66.00,2025-06-20 21:01:18,86,72,NO
"Will the **high temp in Philadelphia** be 92-93° on Jun 21, 2025?",Philadelphia,2025-06-21,between,92,93,,38.00,65.00,2025-06-20 21:01:20,91,74,NO
"Will the **high temp in Austin** be 96-97° on Jun 20, 2025?",Austin,2025-06-20,between,96,97,,34.00,70.00,2025-06-19 21:01:05,95,76,NO
"Will the high temp in Chicago be 84-85° on Jun 20, 2025?",Chicago,2025-06-20,between,84,85,,40.00,65.00,2025-06-19 21:01:07,86,69,NO
"Will the **high temp in Denver** be 98-99° on Jun 20, 2025?",Denver,2025-06-20,between,98,99,,40.00,64.00,2025-06-19 21:01:04,99,63,YES
"Will the **high temp in LA** be 73-74° on Jun 20, 2025?",Los Angeles,2025-06-20,between,73,74,,37.00,64.00,2025-06-19 21:01:04,72,63,NO
"Will the **high temp in Miami** be 91-92° on Jun 20, 2025?",Miami,2025-06-20,between,91,92,,30.00,72.00,2025-06-19 21:01:06,90,77,NO
"Will the **high temp in NYC** be 85-86° on Jun 20, 2025?",New York,2025-06-20,between,85,86,,39.00,65.00,2025-06-19 21:01:05,82,67,NO
"Will the **high temp in Philadelphia** be 86-87° on Jun 20, 2025?",Philadelphia,2025-06-20,between,86,87,,34.00,71.00,2025-06-19 21:01:07,86,67,YES
"Will the **high temp in Austin** be 93-94° on Jun 19, 2025?",Austin,2025-06-19,between,93,94,,31.00,70.00,2025-06-18 21:01:33,96,77,NO
"Will the high temp in Chicago be 84-85° on Jun 19, 2025?",Chicago,2025-06-19,between,84,85,,40.00,64.00,2025-06-18 21:01:35,85,65,YES
"Will the **high temp in Denver** be 96-97° on Jun 19, 2025?",Denver,2025-06-19,between,96,97,,30.00,72.00,2025-06-18 21:01:31,93,58,NO
"Will the **high temp in LA** be >73° on Jun 19, 2025?",Los Angeles,2025-06-19,greater,,73,,39.00,63.00,2025-06-18 21:01:32,73,63,NO
"Will the **high temp in Miami** be 88-89° on Jun 19, 2025?",Miami,2025-06-19,between,88,89,,46.00,60.00,2025-06-18 21:01:34,90,79,NO
"Will the **high temp in NYC** be 91-92° on Jun 19, 2025?",New York,2025-06-19,between,91,92,,34.00,71.00,2025-06-18 21:01:32,88,71,NO
"Will the **high temp in Philadelphia** be 93-94° on Jun 19, 2025?",Philadelphia,2025-06-19,between,93,94,,31.00,74.00,2025-06-18 21:01:34,93,72,YES
"Will the **high temp in Austin** be 96-97° on Jun 18, 2025?",Austin,2025-06-18,between,96,97,,31.00,73.00,2025-06-17 21:01:08,94,78,NO
"Will the high temp in Chicago be <78° on Jun 18, 2025?",Chicago,2025-06-18,less,,78,,29.00,72.00,2025-06-17 21:01:09,89,70,NO
"Will the **high temp in Denver** be 84-85° on Jun 18, 2025?",Denver,2025-06-18,between,84,85,,26.00,79.00,2025-06-17 21:01:06,80,50,NO
"Will the **high temp in LA** be >77° on Jun 18, 2025?",Los Angeles,2025-06-18,greater,,77,,39.00,64.00,2025-06-17 21:01:07,76,63,NO
"Will the **high temp in Miami** be 91-92° on Jun 18, 2025?",Miami,2025-06-18,between,91,92,,25.00,79.00,2025-06-17 21:01:08,90,76,NO
"Will the **high temp in NYC** be 77-78° on Jun 18, 2025?",New York,2025-06-18,between,77,78,,27.00,76.00,2025-06-17 21:01:07,84,65,NO
"Will the **high temp in Philadelphia** be 85-86° on Jun 18, 2025?",Philadelphia,2025-06-18,between,85,86,,30.00,75.00,2025-06-17 21:01:09,86,70,YES
"Will the **high temp in Austin** be 96-97° on Jun 17, 2025?",Austin,2025-06-17,between,96,97,,34.00,69.00,2025-06-16 21:01:04,94,70,NO
"Will the high temp in Chicago be 91-92° on Jun 17, 2025?",Chicago,2025-06-17,between,91,92,,36.00,68.00,2025-06-16 21:01:05,92,71,YES
"Will the **high temp in Denver** be 77-78° on Jun 17, 2025?",Denver,2025-06-17,between,77,78,,28.00,78.00,2025-06-16 21:01:02,66,51,NO
"Will the **high temp in LA** be 73-74° on Jun 17, 2025?",Los Angeles,2025-06-17,between,73,74,,31.00,72.00,2025-06-16 21:01:03,78,62,NO
"Will the **high temp in Miami** be 88-89° on Jun 17, 2025?",Miami,2025-06-17,between,88,89,,35.00,71.00,2025-06-16 21:01:04,90,75,NO
"Will the **high temp in NYC** be 71-72° on Jun 17, 2025?",New York,2025-06-17,between,71,72,,33.00,68.00,2025-06-16 21:01:03,67,62,NO
"Will the **high temp in Philadelphia** be 78-79° on Jun 17, 2025?",Philadelphia,2025-06-17,between,78,79,,35.00,68.00,2025-06-16 21:01:05,79,63,YES
"Will the **high temp in Austin** be 97-98° on Jun 16, 2025?",Austin,2025-06-16,between,97,98,,27.00,74.00,2025-06-15 21:01:06,93,70,NO
"Will the high temp in Chicago be >87° on Jun 16, 2025?",Chicago,2025-06-16,greater,,87,,34.00,71.00,2025-06-15 21:01:07,88,61,NO
"Will the **high temp in Denver** be 94-95° on Jun 16, 2025?",Denver,2025-06-16,between,94,95,,29.00,74.00,2025-06-15 21:01:05,91,57,NO
"Will the **high temp in LA** be 73-74° on Jun 16, 2025?",Los Angeles,2025-06-16,between,73,74,,41.00,62.00,2025-06-15 21:01:05,75,61,NO
"Will the **high temp in Miami** be 91-92° on Jun 16, 2025?",Miami,2025-06-16,between,91,92,,31.00,75.00,2025-06-15 21:01:07,90,81,NO
"Will the **high temp in NYC** be 68-69° on Jun 16, 2025?",New York,2025-06-16,between,68,69,,29.00,75.00,2025-06-15 21:01:06,69,59,YES
"Will the **high temp in Philadelphia** be 71-72° on Jun 16, 2025?",Philadelphia,2025-06-16,between,71,72,,35.00,71.00,2025-06-15 21:01:07,67,61,NO
"Will the **high temp in Austin** be 92-93° on Jun 15, 2025?",Austin,2025-06-15,between,92,93,,26.00,76.00,2025-06-14 21:00:56,97,70,NO
"Will the high temp in Chicago be 82-83° on Jun 15, 2025?",Chicago,2025-06-15,between,82,83,,30.00,76.00,2025-06-14 21:00:57,82,57,YES
"Will the **high temp in Denver** be 94-95° on Jun 15, 2025?",Denver,2025-06-15,between,94,95,,37.00,68.00,2025-06-14 21:00:55,94,54,YES
"Will the **high temp in LA** be 73-74° on Jun 15, 2025?",Los Angeles,2025-06-15,between,73,74,,42.00,62.00,2025-06-14 21:00:55,75,60,NO
"Will the **high temp in Miami** be 91-92° on Jun 15, 2025?",Miami,2025-06-15,between,91,92,,27.00,78.00,2025-06-14 21:00:56,90,79,NO
"Will the **high temp in NYC** be 64-65° on Jun 15, 2025?",New York,2025-06-15,between,64,65,,42.00,61.00,2025-06-14 21:00:55,64,59,YES
"Will the **high temp in Philadelphia** be 69-70° on Jun 15, 2025?",Philadelphia,2025-06-15,between,69,70,,25.00,77.00,2025-06-14 21:00:57,65,59,NO
"Will the **high temp in Austin** be 95-96° on Jun 14, 2025?",Austin,2025-06-14,between,95,96,,26.00,79.00,2025-06-13 21:00:16,95,72,YES
"Will the high temp in Chicago be 77-78° on Jun 14, 2025?",Chicago,2025-06-14,between,77,78,,29.00,76.00,2025-06-13 21:00:17,76,58,NO
"Will the **high temp in Denver** be 91-92° on Jun 14, 2025?",Denver,2025-06-14,between,91,92,,37.00,67.00,2025-06-13 21:00:16,92,53,YES
"Will the **high temp in LA** be 74-75° on Jun 14, 2025?",Los Angeles,2025-06-14,between,74,75,,34.00,71.00,2025-06-13 21:00:16,73,62,NO
"Will the **high temp in Miami** be 91-92° on Jun 14, 2025?",Miami,2025-06-14,between,91,92,,30.00,74.00,2025-06-13 21:00:17,89,80,NO
"Will the **high temp in NYC** be 67-68° on Jun 14, 2025?",New York,2025-06-14,between,67,68,,41.00,62.00,2025-06-13 21:00:16,73,60,NO
"Will the **high temp in Philadelphia** be 68-69° on Jun 14, 2025?",Philadelphia,2025-06-14,between,68,69,,31.00,75.00,2025-06-13 21:00:17,75,65,NO
"Will the **high temp in Austin** be 91-92° on Jun 13, 2025?",Austin,2025-06-13,between,91,92,,33.00,71.00,2025-06-12 21:00:15,95,65,NO
"Will the high temp in Chicago be 80-81° on Jun 13, 2025?",Chicago,2025-06-13,between,80,81,,33.00,71.00,2025-06-12 21:00:16,71,60,NO
"Will the **high temp in Denver** be 87-88° on Jun 13, 2025?",Denver,2025-06-13,between,87,88,,30.00,71.00,2025-06-12 21:00:15,86,54,NO
"Will the **high temp in LA** be 71-72° on Jun 13, 2025?",Los Angeles,2025-06-13,between,71,72,,42.00,61.00,2025-06-12 21:00:15,72,63,YES
"Will the **high temp in Miami** be 91-92° on Jun 13, 2025?",Miami,2025-06-13,between,91,92,,32.00,70.00,2025-06-12 21:00:16,89,76,NO
"Will the **high temp in NYC** be 78-79° on Jun 13, 2025?",New York,2025-06-13,between,78,79,,29.00,76.00,2025-06-12 21:00:15,83,68,NO
"Will the **high temp in Philadelphia** be 82-83° on Jun 13, 2025?",Philadelphia,2025-06-13,between,82,83,,28.00,78.00,2025-06-12 21:00:16,87,72,NO
"Will the **high temp in Austin** be 89-90° on Jun 12, 2025?",Austin,2025-06-12,between,89,90,,39.00,72.00,2025-06-11 21:00:14,86,70,NO
"Will the high temp in Chicago be 83-84° on Jun 12, 2025?",Chicago,2025-06-12,between,83,84,,41.00,70.00,2025-06-11 21:00:15,89,66,NO
"Will the **high temp in Denver** be 90-91° on Jun 12, 2025?",Denver,2025-06-12,between,90,91,,39.00,74.00,2025-06-11 21:00:13,88,55,NO
"Will the **high temp in LA** be 71-72° on Jun 12, 2025?",Los Angeles,2025-06-12,between,71,72,,48.00,65.00,2025-06-11 21:00:14,71,62,YES
"Will the **high temp in Miami** be 90-91° on Jun 12, 2025?",Miami,2025-06-12,between,90,91,,49.00,69.00,2025-06-11 21:00:15,90,76,YES
"Will the **high temp in NYC** be 89-90° on Jun 12, 2025?",New York,2025-06-12,between,89,90,,38.00,82.00,2025-06-11 21:00:14,87,70,NO
"Will the **high temp in Philadelphia** be 91-92° on Jun 12, 2025?",Philadelphia,2025-06-12,between,91,92,,42.00,67.00,2025-06-11 21:00:15,92,68,YES
"Will the **high temp in Austin** be 85-86° on Jun 11, 2025?",Austin,2025-06-11,between,85,86,,29.00,73.00,2025-06-10 21:00:15,89,70,NO
"Will the high temp in Chicago be 90-91° on Jun 11, 2025?",Chicago,2025-06-11,between,90,91,,39.00,67.00,2025-06-10 21:00:16,92,64,NO
"Will the **high temp in Denver** be >89° on Jun 11, 2025?",Denver,2025-06-11,greater,,89,,30.00,76.00,2025-06-10 21:00:14,87,61,NO
"Will the **high temp in LA** be 73-74° on Jun 11, 2025?",Los Angeles,2025-06-11,between,73,74,,36.00,70.00,2025-06-10 21:00:15,70,61,NO
"Will the **high temp in Miami** be 85-86° on Jun 11, 2025?",Miami,2025-06-11,between,85,86,,34.00,71.00,2025-06-10 21:00:15,90,81,NO
"Will the **high temp in NYC** be 84-85° on Jun 11, 2025?",New York,2025-06-11,between,84,85,,34.00,69.00,2025-06-10 21:00:15,81,65,NO
"Will the **high temp in Philadelphia** be 84-85° on Jun 11, 2025?",Philadelphia,2025-06-11,between,84,85,,34.00,71.00,2025-06-10 21:00:15,85,67,YES
"Will the **high temp in Austin** be 88-89° on Jun 10, 2025?",Austin,2025-06-10,between,88,89,,28.00,78.00,2025-06-09 21:00:14,92,74,NO
"Will the high temp in Chicago be 78-79° on Jun 10, 2025?",Chicago,2025-06-10,between,78,79,,32.00,73.00,2025-06-09 21:00:15,78,55,YES
"Will the **high temp in Denver** be 88-89° on Jun 10, 2025?",Denver,2025-06-10,between,88,89,,44.00,61.00,2025-06-09 21:00:13,87,55,NO
"Will the **high temp in LA** be 71-72° on Jun 10, 2025?",Los Angeles,2025-06-10,between,71,72,,38.00,68.00,2025-06-09 21:00:14,72,61,YES
"Will the **high temp in Miami** be 90-91° on Jun 10, 2025?",Miami,2025-06-10,between,90,91,,30.00,74.00,2025-06-09 21:00:14,91,80,YES
"Will the **high temp in NYC** be <75° on Jun 10, 2025?",New York,2025-06-10,less,,75,,38.00,68.00,2025-06-09 21:00:14,73,62,NO
"Will the **high temp in Philadelphia** be >82° on Jun 10, 2025?",Philadelphia,2025-06-10,greater,,82,,34.00,72.00,2025-06-09 21:00:15,84,64,NO
"Will the **high temp in Austin** be 97-98° on Jun 9, 2025?",Austin,2025-06-09,between,97,98,,29.00,73.00,2025-06-08 21:00:13,99,69,NO
"Will the high temp in Chicago be 76-77° on Jun 9, 2025?",Chicago,2025-06-09,between,76,77,,33.00,73.00,2025-06-08 21:00:14,71,55,NO
"Will the **high temp in Denver** be 78-79° on Jun 9, 2025?",Denver,2025-06-09,between,78,79,,36.00,70.00,2025-06-08 21:00:13,80,49,NO
"Will the **high temp in LA** be 70-71° on Jun 9, 2025?",Los Angeles,2025-06-09,between,70,71,,42.00,60.00,2025-06-08 21:00:13,69,60,NO
"Will the **high temp in Miami** be 91-92° on Jun 9, 2025?",Miami,2025-06-09,between,91,92,,35.00,75.00,2025-06-08 21:00:13,90,80,NO
"Will the **high temp in NYC** be 69-70° on Jun 9, 2025?",New York,2025-06-09,between,69,70,,31.00,71.00,2025-06-08 21:00:13,67,62,NO
"Will the **high temp in Philadelphia** be 76-77° on Jun 9, 2025?",Philadelphia,2025-06-09,between,76,77,,35.00,70.00,2025-06-08 21:00:14,74,63,NO
"Will the **high temp in Austin** be 100-101° on Jun 8, 2025?",Austin,2025-06-08,between,100,101,,28.00,78.00,2025-06-07 21:00:15,96,75,NO
"Will the high temp in Chicago be 82-83° on Jun 8, 2025?",Chicago,2025-06-08,between,82,83,,31.00,70.00,2025-06-07 21:00:15,81,60,NO
"Will the **high temp in Denver** be 74-75° on Jun 8, 2025?",Denver,2025-06-08,between,74,75,,33.00,68.00,2025-06-07 21:00:14,70,52,NO
"Will the **high temp in LA** be 67-68° on Jun 8, 2025?",Los Angeles,2025-06-08,between,67,68,,33.00,70.00,2025-06-07 21:00:14,69,59,NO
"Will the **high temp in Miami** be 91-92° on Jun 8, 2025?",Miami,2025-06-08,between,91,92,,44.00,62.00,2025-06-07 21:00:15,91,78,YES
"Will the **high temp in NYC** be <74° on Jun 8, 2025?",New York,2025-06-08,less,,74,,32.00,74.00,2025-06-07 21:00:14,76,63,NO
"Will the **high temp in Philadelphia** be 75-76° on Jun 8, 2025?",Philadelphia,2025-06-08,between,75,76,,36.00,70.00,2025-06-07 21:00:15,75,65,YES
